"","lagoslakeid","nhdid","gnis_name","nhd_lat","nhd_long","lake_area_ha","lake_perim_meters","nhd_fcode","nhd_ftype","iws_zoneid","hu4_zoneid","hu6_zoneid","hu8_zoneid","hu12_zoneid","edu_zoneid","county_zoneid","state_zoneid"
"130072",130186,"132543628","Lily Lake",43.39539,-95.022501,38.41413105,3137.0117,39004,390,"IWS_37677","HU4_61","HU6_87","HU8_419","HU12_9283","EDU_4","County_221","State_13"
"130236",130350,"137045239","Artesian Lake",42.150113,-94.680123,9.995446075,1198.3563,39004,390,"IWS_3389","HU4_56","HU6_79","HU8_417","HU12_3179","EDU_74","County_236","State_13"
"130257",130371,"145757553","Little Fox Pond",41.21158,-91.098676,35.09379948,11914.501,39004,390,"IWS_2972","HU4_57","HU6_82","HU8_390","HU12_18881","EDU_57","County_289","State_13"
"130258",130372,"130642960","Harmon Lake",43.466901,-93.698274,16.60539867,1574.0228,39004,390,"IWS_31868","HU4_57","HU6_78","HU8_356","HU12_9625","EDU_23","County_205","State_13"
"131383",131497,"155495198","Twin Lakes",42.187891,-90.322738,1.422899405,531.9107,39004,390,NA,"HU4_59","HU6_81","HU8_388","HU12_5219","EDU_65","County_282","State_13"
"131384",131498,"155495375","Upper Y Lake",42.119019,-90.175368,10.8649195,2169.9093,39009,390,"IWS_2901","HU4_59","HU6_81","HU8_388","HU12_5220","EDU_65","County_282","State_13"
"134418",134532,"145757235","Keokuk Lake (historical)",41.375617,-91.149479,3.958710926,907.8202,39004,390,NA,"HU4_57","HU6_82","HU8_390","HU12_3317","EDU_57","County_265","State_13"
"134428",134542,"154319972","Meyerholz Lake",41.150469,-91.14759,6.345825134,3086.5905,39004,390,"IWS_3043","HU4_57","HU6_78","HU8_402","HU12_3113","EDU_23","County_289","State_13"
"134435",134549,"133403503","Hendrickson Marsh Lake",41.936696,-93.239526,39.88057761,4314.7209,39004,390,"IWS_3193","HU4_57","HU6_82","HU8_394","HU12_3377","EDU_61","County_295","State_13"
"135454",135568,"155097870","Wisniewski Pond",41.784544,-91.718697,5.06903614,2593.4804,39009,390,"IWS_3115","HU4_57","HU6_78","HU8_401","HU12_3057","EDU_23","County_284","State_13"
"140369",140483,"149310040","Lake Binder",41.008779,-94.7106,32.14539948,4285.986,39004,390,"IWS_7053","HU4_63","HU6_86","HU8_483","HU12_2860","EDU_54","County_210","State_13"
"140380",140494,"132543067","Welsh Lake",43.461095,-95.172552,22.94970877,1856.5591,39004,390,"IWS_37704","HU4_61","HU6_87","HU8_419","HU12_9282","EDU_4","County_221","State_13"
"140587",140701,"130973757","Delwein Lake",42.65129,-91.918313,21.11332835,3102.8463,39004,390,"IWS_31930","HU4_57","HU6_82","HU8_386","HU12_18942","EDU_84","County_224","State_13"
"140592",140706,"152594241","Magee Lake",40.710911,-91.12128,10.73318173,6576.8213,39004,390,"IWS_51034","HU4_57","HU6_82","HU8_410","HU12_3347","EDU_61","County_220","State_13"
